,BGC,idseq
453,KF170331,EC:1.14.11.39 EC:6.2.1.3 Cluster_0842210 EC:6.2.1.3 Cluster_0776974 EC:6.2.1.3 Cluster_1100997 Cluster_1064513 Cluster_0715251 Cluster_0711071 Cluster_1236354 Cluster_0294647 Cluster_0322405 Cluster_1437833 Cluster_1150669 Cluster_1130785 EC:4.2.1.1 EC:4.2.1.104 Cluster_0970273
454,KF170332,Cluster_1526583 Cluster_0307508 Cluster_0461544 Cluster_1563710 EC:2.3.2.27 EC:6.2.1.20 EC:6.2.1.3
455,KF170333,Cluster_1849834 Cluster_1356844 Cluster_0580215 Cluster_0589711 Cluster_1149973 Cluster_1713886 Cluster_1663989 Cluster_1713982 Cluster_1602906 Cluster_0750400 Cluster_0020279 Cluster_1906607 Cluster_0919109 Cluster_0070814 Cluster_0791084 Unknown Cluster_0975788 Cluster_1142179 Cluster_1539306 EC:2.1.3.3 EC:3.5.3.6 Cluster_1403085 Cluster_1140834 Cluster_1438825 Cluster_1385590 Cluster_1290871 EC:3.4.16.4 Cluster_1179201 Cluster_1323754 Cluster_0199152 Cluster_0643420 Cluster_0311485 Cluster_0202540 Cluster_0942065 Cluster_1498007 Cluster_0134443 Cluster_1446140 Cluster_0922507 Cluster_0181141 EC:1.13.11.24 Cluster_1400617 EC:6.1.1.12 Cluster_0416965 EC:6.1.1.10 Cluster_0535699 Cluster_1199699 Cluster_1856275 Cluster_0223216
456,KF170334,Cluster_0115836 EC:3.6.3.25 Cluster_0121933 Cluster_1714919 Cluster_1596070 Cluster_0270275 Cluster_0236595 Cluster_1481011 EC:1.1.1.184 Cluster_0210563 Cluster_1425052 Cluster_0282344 Cluster_0811494 Cluster_0255497 Cluster_1276021 Cluster_1192475 Cluster_1242056 Cluster_0374954 Cluster_1142410 Cluster_0872253 Cluster_0157785 Cluster_0698470 Cluster_0729539 Cluster_0858268 Cluster_0185082 Cluster_1617732 EC:3.2.1.55 Cluster_1451510 Cluster_0475884 EC:4.2.1.40 EC:4.2.1.41 Cluster_0156971 Cluster_0104015 Cluster_1184433 Cluster_1527206 Cluster_1508486 Cluster_1449151 Cluster_1010011 Cluster_0047049 Unknown EC:6.2.1.3 EC:2.4.1.1 Cluster_0275342 Cluster_0849346 Cluster_0537505 Cluster_1906074 Cluster_0819229 Cluster_0178619 Cluster_0404609 Cluster_0624408 Cluster_0223809 Cluster_1439670 Cluster_0073428 Cluster_0956376 Cluster_0344182 Cluster_1898995 Cluster_1810480 EC:4.2.1.104 Cluster_1594743 Cluster_0711864 Cluster_1591335 Cluster_0094792 Cluster_0208718 Cluster_1574733 Cluster_0885097 Cluster_1803513 Cluster_1649776 Cluster_1423107 Cluster_1502687 EC:1.14.13.22
457,KF170335,Cluster_1339943 Cluster_0262231 Cluster_1849834 Cluster_1565840 Cluster_1597233 Cluster_1162458 Cluster_1426332 Cluster_1037897 EC:3.6.3.28 Cluster_0317030 Cluster_0289911 Cluster_1130825 Cluster_0718119 Cluster_1192257 EC:3.2.1.99 EC:3.2.1.22 Cluster_1041369 Cluster_1167596 EC:6.2.1.3 Cluster_1433175 Cluster_0942789 Cluster_1352574 Cluster_0198925 Cluster_0357699 Cluster_0581709 EC:4.2.1.17 Cluster_1259936 Cluster_1629994 Cluster_0863865 Cluster_0821523 Cluster_1558988 Cluster_1525950 Cluster_1013225 Cluster_0705647
458,KF170336,Cluster_1307113 Cluster_1569367 Cluster_1063541 Cluster_0095464 Cluster_1793384 Cluster_0874947 Cluster_0267864 Cluster_0236908 Cluster_0655950 Cluster_0665034 Cluster_1786998 Cluster_1634141 Cluster_0102654
459,KF170337,Cluster_1639518 Cluster_0789297 Cluster_0880477 Cluster_0391297 Cluster_0578416 EC:5.3.3.2 Cluster_1509164 Cluster_1724314 Cluster_0999131 Cluster_1276261 Cluster_0508672 Cluster_0128704 Cluster_0599148 Cluster_0465771 Cluster_0411661 Cluster_1710215 Cluster_0970700 EC:2.5.1.10 EC:4.2.1.129 Cluster_0145945 EC:1.17.7.3 EC:2.2.1.7 Cluster_1847982 Cluster_1274740 Cluster_0915798 Cluster_1514785 Cluster_1420023 Cluster_1003562 EC:1.11.1.10 Cluster_1764983 Cluster_1469024 Cluster_0074328 Cluster_1371110 Unknown Cluster_1824985 Cluster_1905607 Cluster_1839545 Cluster_1719442 Cluster_0838311 Cluster_0162006 Cluster_1710673
460,KF170338,Cluster_0679171 Cluster_0157150 Cluster_0145908 Cluster_1324087 EC:1.1.1.100 EC:3.5.99.6 Cluster_1838152 Cluster_0843441 Cluster_0978618 Cluster_1342366 Cluster_1090642 Unknown Cluster_0164686 Cluster_1333109 EC:1.14.13.106 EC:3.5.1.88 Cluster_0484042 Cluster_1816755 Cluster_1905097 Cluster_1498492 Cluster_0095464 EC:2.5.1.19 Cluster_0953274 Cluster_0831169 Cluster_0417016 Cluster_1756199 EC:1.11.1.6 Cluster_1340712
461,KF170339,Cluster_1543745 Cluster_1493113 Cluster_1477745 Cluster_1037897 Cluster_0204442 EC:3.2.1.141 EC:2.7.11.1 EC:1.10.3.2 Cluster_0513539 Cluster_1710849 Cluster_1740616 Cluster_1325162 Cluster_0341890 Cluster_1291516 Cluster_0090991 Cluster_0864922 Cluster_0012018 EC:3.6.3.25
462,KF170340,Cluster_1465074 EC:3.1.2.6 EC:1.1.1.306 Cluster_1396094 Cluster_0385002 Cluster_1713726 EC:2.5.1.10 Cluster_0241843 Cluster_0303372 Cluster_0437553 Cluster_0440956
463,KF170341,Cluster_0941292 Cluster_0388052 Cluster_0874858 Cluster_1129547 Cluster_1050583 Cluster_1714620 Cluster_0951555 Cluster_0116519 EC:1.14.15.11 Cluster_1838152
464,KF170342,Cluster_0705647 Cluster_1013225 Cluster_1525950 Cluster_1558988 Cluster_0821523 Cluster_0863865 Cluster_1629994 Cluster_1259936 EC:4.2.1.17
465,KF170343,EC:3.2.1.21 Cluster_1858024 Cluster_1810796 Cluster_0135276 Cluster_0067576 Cluster_0127924 EC:2.6.1.16 Cluster_0821836 Cluster_0319937 Cluster_0394502 Cluster_1641406 Cluster_1106073 Cluster_1498793 EC:4.1.1.86 Cluster_0477723 Cluster_1573870 Cluster_1437511 EC:4.1.3.4 Cluster_0208243 EC:6.4.1.3 Cluster_1526583 Cluster_0574765 Cluster_0469478 Cluster_1851952 Cluster_1575133 Cluster_1141515 Cluster_1859823 Cluster_1347825 Cluster_1582641 Cluster_0010351 Cluster_0410329 Cluster_1337847 Cluster_0614035
466,KF170344,Cluster_0111977 Cluster_0226488 Cluster_0234790 Cluster_0726125 Cluster_1227099 Cluster_0255497 Cluster_0082260 EC:3.1.27.3 Cluster_0230491 EC:3.5.3.4 EC:3.5.2.5 Cluster_1225456 Cluster_0241404 EC:2.3.3.9 Cluster_0447502 Cluster_0300235 Cluster_1910121 Cluster_0893854 Cluster_1156227 Cluster_1089163 Cluster_0074051 Cluster_0653359 Cluster_0236908 Cluster_0609373 Cluster_1185208 Cluster_0847644 Cluster_1296869 Cluster_0696321
467,KF170345,EC:3.1.26.4 Cluster_0261828 Cluster_1286872 Cluster_0604807 Cluster_1206030 Cluster_0707499 Cluster_0502834 EC:1.17.4.1 Cluster_1684197 EC:3.4.21.88 EC:3.6.4.12 Cluster_0457108 Cluster_1313057 Cluster_1596070 Cluster_1209593 EC:2.6.1.76 Cluster_1025026 EC:5.1.1.7 EC:2.5.1.75 Cluster_0442068 EC:2.8.4.3
468,KF170346,Cluster_0017021 Cluster_1739606 EC:4.2.1.70 Cluster_0502712 Cluster_0983707 Cluster_1545536 Cluster_0022569 Cluster_0349381 Cluster_0378369 Cluster_0231832
469,KF170347,EC:2.4.1.342 Cluster_1608931 Cluster_1886250 Cluster_1238130 Cluster_0711757
470,KF170348,Cluster_0934429 Cluster_1235780 Cluster_1712887 Cluster_0513629 Cluster_1243849
471,KF170349,Cluster_0780683 Cluster_1225944 Cluster_0226683 Cluster_0898651 Cluster_0039967 Cluster_1806830 Cluster_0734754 Cluster_1102510
472,KF170350,EC:4.2.1.108 EC:1.14.11.55
473,KF170351,Cluster_1340063 Cluster_0204895 Cluster_0063704 Cluster_1622886 Cluster_1495724 Cluster_1662190 Cluster_0948483 Cluster_0807256 Cluster_1118988
474,KF170352,Cluster_0318296 Cluster_1093336 Cluster_1164620 EC:3.1.26.4 EC:1.14.18.1 Cluster_0606080 Cluster_0975802 Cluster_1315019
475,KF170353,Cluster_1688021 Cluster_0115936 EC:1.14.18.1 Cluster_1861843 Cluster_0554161
476,KF170354,Cluster_0524701 Cluster_0185929 EC:1.1.1.169 Cluster_1422011 Cluster_1281105 Cluster_0917192 Cluster_0513539 Cluster_1892056 EC:4.2.1.40 EC:3.5.4.2 EC:3.1.26.11 Cluster_0275193 Cluster_1764678 Cluster_0544057 EC:2.1.1.193 EC:1.13.12.16 EC:2.3.2.27 Cluster_0899326 Cluster_1573785 Cluster_1161421 Cluster_1104978 Cluster_0201019 EC:3.2.1.1 Cluster_0107208 Cluster_0448651 Cluster_1627385 Cluster_1324410 Cluster_1561682 Cluster_1291733 Cluster_0651557
477,KF170355,Cluster_1428882 Cluster_1827040 Cluster_0652876 EC:2.6.1.9 Cluster_0957173 EC:2.4.2.9 Cluster_1818906 Cluster_0117845 Cluster_0895305 Cluster_0385013 EC:4.1.3.39 Cluster_0443875 Cluster_0274059 Cluster_0058589 Cluster_0237069 Cluster_1861541 Cluster_1382129 Cluster_1556616 Cluster_0157153 Cluster_0972343 Cluster_1515783 Cluster_0485173 Cluster_1279754 Cluster_1760068
478,KF314825,Cluster_1068483 Cluster_1040619 Cluster_0476615 Cluster_0100023 Cluster_1361771 Cluster_0226504 Cluster_1418703
479,KF314826,Cluster_0617282 Cluster_0420274 Cluster_0583699 Cluster_1361771 Cluster_0970700 Cluster_1418703
480,KF386859,Cluster_0201269 Unknown Cluster_1810922 Cluster_0833964 EC:1.1.1.22 Cluster_1082913 Cluster_0856567 Cluster_0764946 Cluster_0929395 Cluster_1556572 Cluster_0360929 Cluster_1705426 EC:4.1.99.12 Cluster_1791130 Cluster_1459154 Cluster_1738796 EC:2.2.1.1 Cluster_1896040 Cluster_1590971 Cluster_0986913 Cluster_1766983 Cluster_1447213 Cluster_0511072 Cluster_0314958 Cluster_1653165 Cluster_1662251 EC:1.2.1.38 EC:1.1.1.14 Cluster_0274396
481,KF386860,Cluster_0252035 Cluster_0762898 Cluster_1902370 Cluster_0916223 Cluster_0715711 Cluster_1315316 Cluster_0918685 Cluster_1482313 Cluster_1641406 Cluster_0263899 Cluster_1248155 Cluster_0164686 Cluster_0569183 Cluster_1018316 Cluster_1330216 Cluster_1105544 Cluster_1072311 Cluster_0172543 Cluster_1489443 Cluster_1231637 Cluster_1753078 Cluster_1656382 Cluster_0347503 Cluster_1878481 Cluster_0970700 Cluster_1019644 EC:6.3.5.4 Cluster_0995982 Cluster_1838152 Cluster_1915109 Cluster_1621129 Cluster_1060693 Cluster_0348713 Cluster_1126518 Cluster_0363963 EC:2.7.4.9 Cluster_1009055 Cluster_0248421 Cluster_0830238 Cluster_0928889 Cluster_0107005 EC:4.3.2.2
482,KF386861,Cluster_0216215 Cluster_1501989 Cluster_1442627 Cluster_1403591 Cluster_0318296 Cluster_0759301 Cluster_0447434 Cluster_0964471 Cluster_0913607 Cluster_1233730 Cluster_1617454 Cluster_0988836 Cluster_0880393 Cluster_1271241 Unknown Cluster_1328707 Cluster_0139583 Cluster_0175529 Cluster_1082306 Cluster_0559793 Cluster_0087477 Cluster_1727828 Cluster_1385590 Cluster_0314775 Cluster_0445586
483,KF386862,Cluster_0124354 Cluster_0732392 Cluster_0777675 Cluster_1488188 EC:4.2.1.3 Cluster_1298215 Cluster_1595810 Cluster_0961171 Cluster_0497739 Cluster_1884314 Cluster_1171276 Cluster_1145357 Cluster_1016728 Cluster_1086777 Cluster_0729128 Cluster_0717380 Cluster_0103688 EC:3.6.3.12 Cluster_1724928
484,KF386863,Cluster_1083574 Cluster_0257884 EC:3.6.3.41 Cluster_0897526 Cluster_0069795 EC:2.7.8.7 EC:2.7.7.6 Cluster_0882340 Cluster_0311861 Cluster_1049870 Cluster_1005772 Cluster_1607697 Cluster_0046028 Cluster_1149642 Cluster_0620713 Cluster_1857303 Cluster_1412770 EC:4.1.1.82 EC:2.7.7.1 Cluster_1482333 Cluster_0114289 EC:2.7.8.23 EC:1.2.1.3 Cluster_0817346 Cluster_1843941 Cluster_0789490 Cluster_1628459 Cluster_0357087
485,KF386864,Cluster_0294614 Cluster_1133149 Cluster_1233730 Cluster_0348345 Cluster_1542779 Cluster_1022040 EC:2.7.7.68 Cluster_1608931 Cluster_0783170 Cluster_1822508 Cluster_0381510 Cluster_0109936 Cluster_0457316 Cluster_1563262 Cluster_0162621 Cluster_0778766 Cluster_1220278 Cluster_0168182 Cluster_0307952 Cluster_0901791 Cluster_0012624
486,KF386866,Cluster_1309827 Cluster_1161982 EC:2.7.11.1 EC:3.2.1.4 Cluster_0227107 Cluster_1842241 Unknown EC:2.7.8.26 EC:2.7.13.3 Cluster_0512425 Cluster_1796055 Cluster_1809758 EC:5.1.3.13 EC:4.2.1.46 EC:1.1.1.133 EC:2.7.7.24 Cluster_0317303 EC:5.4.2.9 Cluster_0226504 Cluster_0860564 Cluster_0905754 Cluster_1609588 Cluster_1669362 Cluster_1092072
487,KF386867,Cluster_0651980 Cluster_0929395 Cluster_1304535 Cluster_1133149 Cluster_1233730 Cluster_0348345 Cluster_1542779 Cluster_1022040 EC:2.7.7.68 Cluster_1608931 Cluster_0783170 Cluster_1194337 Cluster_1822508 Cluster_0381510 Cluster_0109936 Cluster_1856260 Cluster_0457316 Cluster_1563262 Cluster_0162621 Cluster_0778766 Cluster_1060220
488,KF386868,Unknown Cluster_1734074 Cluster_1619409 Cluster_0365966 Cluster_1877989 Unknown Cluster_0647097 EC:3.5.3.11 Cluster_0885328 Cluster_1742560 Cluster_1001524 Cluster_0791084 Cluster_1100695 Cluster_1820478 Cluster_1723456 Cluster_0787420 EC:4.1.1.82 Cluster_0060118 EC:2.1.2.11 Cluster_1187193 Cluster_0438078 EC:2.7.4.9 EC:6.3.2.1 Cluster_0857380 Cluster_0177475 Cluster_1148441 Cluster_0939242 Cluster_1710394 Cluster_1563038 EC:6.2.1.3 Cluster_0094096
489,KF386869,Unknown Cluster_0591002 Cluster_1056752 Cluster_0748889 Cluster_0472142 Cluster_0192182 Unknown EC:5.4.2.9 Cluster_0773637 Cluster_1662251 Cluster_0247963 Cluster_1723517 Cluster_0206208 Cluster_1061630 Cluster_1913073 Cluster_1537867 Cluster_0374300 Cluster_1810149 Cluster_0836435 Cluster_1877989 Cluster_1910639 Cluster_1487756 Cluster_0678250 Cluster_0633887 Cluster_1394499 Cluster_0152144 Cluster_0963771 Cluster_0571584 Cluster_0346743 Cluster_1711667 Cluster_0617463 Cluster_1265375 Cluster_1619086 Cluster_0909365
490,KF386870,EC:4.2.3.4 Cluster_1783856 EC:5.1.3.33 Cluster_1745042 Cluster_0689559 Cluster_0161748 Cluster_0709263 Cluster_1276021 Cluster_1141649 Cluster_1218730 EC:1.9.3.1 Cluster_0598584 Cluster_0106159 Cluster_1028472 Cluster_1435456 EC:2.7.13.3 Cluster_1186239 Cluster_0897689 Cluster_0312547 Cluster_1644446 Cluster_1739027 Cluster_0302283 Cluster_0066825 Cluster_0541359 Cluster_1026497 Unknown Cluster_0178878 Cluster_0980986 Cluster_0047049 Cluster_0769968 Cluster_0337523 Cluster_1129547
491,KF386871,Cluster_1823763 Unknown Unknown Cluster_0248550 Cluster_0827094 Cluster_0382178 Cluster_0137337 Unknown Cluster_1281127 Cluster_1037805 Cluster_1477745 Cluster_0904692 Cluster_0280150 Cluster_1802691 Cluster_0430021 Cluster_0487087 Cluster_1487756 Cluster_1169674 Cluster_0355445 Cluster_1031411 Cluster_0491701 Cluster_0717603 Cluster_0905375 Cluster_1739606 Cluster_1693605 Cluster_1762676 Cluster_0047049 Cluster_0370035 Cluster_0519551 Cluster_1296744 Cluster_0367877 Cluster_1820131 Cluster_1532431 Cluster_1873086 Cluster_1255635 Cluster_1014924 Cluster_0554417 Cluster_0107208 EC:1.1.1.95 Cluster_1442697 Unknown Cluster_0611445 EC:3.6.3.17 Cluster_1742936 Cluster_0436383
492,KF386872,EC:2.7.11.1 Cluster_0092832 Cluster_0519424 Cluster_0137459 Cluster_1447796 Cluster_1697724 Cluster_1420023 EC:2.1.3.2 Cluster_1187626 Cluster_1280333 EC:2.7.1.25 Cluster_0083884 Cluster_1219447 Cluster_1894884 Cluster_1752329 Cluster_0355297 Cluster_0654435 Cluster_0142281 Cluster_1259821 Unknown Cluster_1846300 Cluster_1880516 Cluster_0203745 Cluster_0970700 Cluster_1889803 Cluster_0554161 Cluster_1102874 Cluster_0656894 EC:5.2.1.8 Cluster_1240523 Cluster_0867118 Cluster_0581832 Cluster_1400630 EC:4.1.3.27 Cluster_1811736 Cluster_0319937 Cluster_0186088 EC:2.7.11.1 Cluster_1737191 Cluster_1841683 Cluster_0314129 Cluster_0979386
493,KF386873,Cluster_1655024 Cluster_0833312 Cluster_1178519 Cluster_1517127 Cluster_0438078 Cluster_0511364 Cluster_0056276 Cluster_0988836 Cluster_1617454 Cluster_0394208 Cluster_1233730 Unknown Cluster_0934197 Cluster_1835367 Cluster_0708224 Cluster_1447749 Cluster_0440448 Cluster_1699057 Cluster_0221311 Cluster_1070279 Cluster_0074328 Cluster_0826662
494,KF386874,Cluster_1876436 Cluster_0549288 Cluster_0442068 Cluster_0840557 Cluster_0922955 EC:3.6.4.12 Cluster_0532624 Cluster_0363649 Cluster_0417016 Cluster_1515280 Cluster_1880516 Cluster_1264296 Cluster_0290350 Cluster_0024701 Cluster_1328707 EC:2.1.3.2 Cluster_0337202 Cluster_1104035 EC:2.6.1.9 Cluster_1697724 Cluster_1862164 Cluster_0275204 Cluster_0193811 Cluster_1672385 Cluster_0404609 Cluster_0474195 Cluster_0275342 Cluster_0439223
495,KF386875,Cluster_0074328 Cluster_1869321 Cluster_0250026 EC:1.2.1.38 Cluster_1154133 Cluster_1764882 Cluster_1023407 Cluster_0179000 Cluster_0541359 Cluster_0970700 Cluster_0303531 Cluster_1551024 Cluster_0047049 Cluster_0819229 EC:4.2.2.2 Cluster_0743494 Cluster_0810123 Cluster_0932786 Cluster_0308771 Cluster_0947774 Cluster_0720643 Cluster_1554375 Cluster_1028725 Cluster_0556648 Cluster_0059161 Cluster_0300183 Cluster_1295170 Cluster_1116739 Cluster_0756661 EC:3.6.3.25 Cluster_1752939 Cluster_0517399
496,KF386876,Cluster_0378724 EC:1.1.1.47 Cluster_0791084 Cluster_0610929 Cluster_0629862 EC:2.3.1.180 EC:2.3.1.180 Cluster_1911132 Cluster_1825811 Cluster_1119554 Cluster_1899467 Cluster_0954394 Cluster_1592474 EC:2.3.1.180 Cluster_1670956 EC:1.1.1.274 Cluster_0924450 EC:1.1.1.100 Cluster_0002280 Cluster_1356838 Cluster_0989101 Cluster_1382129 Cluster_1313057 Cluster_0741738 Cluster_0132907 Cluster_0348345 Cluster_1542779 Cluster_1019536 EC:1.3.1.86 Cluster_0583699 Cluster_1679207 Cluster_1381800 Cluster_1814246 Cluster_1580318 Cluster_0581101 Unknown Cluster_0297368 Cluster_1636252 Cluster_0297368 Cluster_0585347 Cluster_1502338 EC:1.1.1.100 EC:4.3.1.19 Cluster_1740254
497,KF386877,Cluster_0831169 Cluster_0519424 Cluster_0137459 EC:2.6.1.9 Cluster_1697724 Cluster_1420023 EC:2.1.3.2 Cluster_1187626 Cluster_1280333 EC:2.7.1.25 EC:2.7.7.4 Cluster_0254012 Cluster_1894884 Cluster_1752329 Cluster_0355297 Cluster_0654435 Cluster_0142281 Cluster_1259821 EC:1.2.1.3 EC:5.2.1.8 Cluster_0307542 Cluster_0867118 Cluster_0581832 Cluster_1400630 EC:4.1.3.27 Cluster_1811736 Cluster_1391344 EC:2.7.11.1
498,KF386878,Cluster_0689086 EC:5.3.1.9 Cluster_1563710 EC:1.1.1.49 EC:2.2.1.2 EC:2.2.1.1 Cluster_0950517 Cluster_1834227 EC:3.1.26.5 Cluster_0796358 Cluster_0519424 Cluster_1572736 Cluster_0014927 Cluster_1831591 Cluster_1836566
499,KF386879,Cluster_1359929 Cluster_1302077 Cluster_1693246 Cluster_0827911 Cluster_0211331 Cluster_1551557 Cluster_0481919 EC:3.6.3.17 Cluster_0575283 Cluster_1067345 EC:2.1.1.197 Cluster_0796358 Cluster_1915109 Cluster_1626421 Cluster_0348713 Unknown Cluster_1644446 Cluster_0304335 Cluster_1117767 Cluster_0312692 Cluster_1123647
500,KF386880,Cluster_1781667 Cluster_1039020 Cluster_1041579 Cluster_0867527 Cluster_0618865 Cluster_1773413 Cluster_1766726 Cluster_1705426 Unknown Cluster_1852187 Cluster_1738796 Cluster_0740931 Cluster_1896040 Cluster_1590971 Cluster_0986913 Cluster_1766983 Cluster_0327342 EC:1.1.1.14 EC:1.2.1.38 Cluster_1662251 Cluster_0515769 Cluster_1621678 Cluster_1130126 Cluster_0073483
501,KF386881,Cluster_0780607 Cluster_0268679 Cluster_1160559 EC:2.7.13.3 Cluster_1899467 Cluster_1584123 Cluster_0914433 Cluster_1747677 Cluster_1666769 Cluster_1079564 Cluster_0583699 EC:2.3.1.180 Cluster_1714594 Cluster_1445015 Cluster_0589711 Cluster_1884223 Cluster_0334443 Cluster_1012208 Cluster_1402532 Cluster_1008295 Cluster_0941292 Cluster_0714284 Cluster_0398075 Cluster_0314905 Cluster_0826075 Cluster_1313057 Cluster_0089494 EC:2.7.8.7 Cluster_0767335 Cluster_1760535 Cluster_0394208 Cluster_0892369 Cluster_0292887 Cluster_0499989 Cluster_0314905 Cluster_1049003 Cluster_1212176 Cluster_1010317 Cluster_1097086 Cluster_0375649
502,KF386882,Cluster_1487756 Cluster_0124354 Cluster_0732392 Cluster_0777675 Cluster_1488188 EC:4.2.1.3 Cluster_1877011 Cluster_1595810 Cluster_0961171 Cluster_0497739 Cluster_1884314 Cluster_1171276 Cluster_1145357 Cluster_1016728 Cluster_1086777 Cluster_0729128 Cluster_0717380 Cluster_0103688 EC:3.6.3.12 Cluster_1724928
503,KF386883,Cluster_0913079 Cluster_1841688 Cluster_0639173 Cluster_0814847 Cluster_0929395 Cluster_0208403 Cluster_1433175 Cluster_0073428 Cluster_1863228 Cluster_1626680 Cluster_1805401 Cluster_1402532 Cluster_1807904 Cluster_1707978 Cluster_1110211 Cluster_1266855 Cluster_1903165 Cluster_1094519 Cluster_0789490 Cluster_0929395 Cluster_1835851 Cluster_1133149 Cluster_1505964 Cluster_1233730 EC:3.1.26.11 Cluster_1542779 Cluster_1022040
504,KF482460,Cluster_0895737 Cluster_0943660 Cluster_0886357
505,KF482461,EC:2.3.2.27 Cluster_0895737 Cluster_0943660 Cluster_0886357
506,KF482462,Cluster_0895737 Unknown
507,KF482463,Cluster_1359437 Cluster_0015572 EC:3.6.3.44 Cluster_0939242 Cluster_0342201 Cluster_0024596
508,KF482464,Cluster_1150669 Cluster_1006366 Cluster_0939242 Cluster_0342201 Cluster_0024596
509,KF482465,Cluster_1305348 Unknown Unknown
510,KF482466,Cluster_1274850 Cluster_0015572 EC:3.6.3.19 Cluster_1869321
511,KF482467,Cluster_0791422 Cluster_1305348 Cluster_0015572 Cluster_1006366 Unknown
512,KF496075,EC:2.3.1.178 EC:2.6.1.76 EC:4.2.1.108 EC:1.14.11.55
513,KF515737,Cluster_0480316 Cluster_0355148 Cluster_0234800 EC:3.6.3.17 Cluster_1674204 Cluster_0117469 Cluster_1446043 Cluster_0103885 Cluster_1209249 Cluster_1875487 Cluster_1845293 Cluster_1421576 Cluster_0975937 EC:1.14.13.7 Cluster_0684496 Cluster_0871502 Cluster_0476615 Cluster_1603013 Cluster_1012057 Cluster_0840679 Cluster_0968728 Cluster_1002254 Cluster_1127810 Cluster_1748087 Cluster_1402330 Cluster_1776628 Cluster_0556026 EC:3.5.1.4 Cluster_1038174 Cluster_1018316 Cluster_0647874 Cluster_1641406 Cluster_0469508 Cluster_0820096 Cluster_0087115 Cluster_0539271 Cluster_1515994 Cluster_1411608 Cluster_1447749 Cluster_0512516 Cluster_0978234 Cluster_1667306 EC:2.3.1.179 Cluster_0332225 Cluster_1433175 Cluster_0804236 Cluster_0096447 Cluster_0341323 EC:2.7.7.24
514,KF563088,Cluster_0121005 EC:3.6.3.25 Cluster_1736621 EC:4.2.1.96 Cluster_0397969 Cluster_0566184 EC:1.1.3.45 Cluster_0759495 Cluster_0477475 Cluster_0821836 EC:2.1.1.197 Cluster_0901791 Cluster_0880393 Cluster_0055633 EC:2.3.1.179 EC:2.3.1.179 Cluster_1308677 Cluster_1302394 Cluster_1133149 EC:2.4.1.327 Cluster_0664345 Cluster_0727527 Cluster_1634792 EC:2.6.1.106 EC:2.7.7.24 EC:2.1.1.234 Cluster_0285431 Cluster_1391561 EC:1.1.1.362 Cluster_1899467 EC:2.4.1.326 EC:4.2.1.46
515,KF594335,Cluster_0289967 Cluster_0827094 Cluster_0969413 Cluster_0649553 Cluster_1309827 Cluster_1014520 Cluster_0737629 Cluster_0814567 Cluster_1234986 Cluster_0433415 EC:2.7.1.35 Cluster_0964471 Cluster_0991556 Cluster_0239095 Cluster_0319627 Cluster_1400699 Cluster_0136832 Cluster_0083609 EC:4.2.1.10 Cluster_0089494 Cluster_1203806
516,KF765440,Cluster_0890387 Cluster_1294301 Cluster_0459927 EC:1.3.1.86 Cluster_0267240 EC:4.2.1.10 EC:2.6.1.50 Cluster_1902792 Cluster_0929395 EC:4.2.3.4 EC:6.2.1.3 EC:2.3.1.94 Cluster_1365499 EC:2.3.1.94 EC:1.5.3.10 Cluster_0871330 Cluster_0099528 EC:2.7.1.179 Cluster_0201874 Cluster_0801012 EC:2.3.1.180 Cluster_1034469 Cluster_1222549 Cluster_0349918 Cluster_1273375 Cluster_1281105 Cluster_1548023 Cluster_0117924 Cluster_1898765
517,KF981735,EC:5.5.1.13 Cluster_1756199
518,L35154,EC:2.1.1.197 Cluster_0223216 EC:2.1.1.292 EC:3.1.1.95
519,L37338,Cluster_1065968 Cluster_1810480
520,L39121,EC:1.14.19.n5 Cluster_1628686 Cluster_0596418 EC:1.1.1.352 Cluster_1081055 Cluster_0153741 EC:1.1.1.100 Cluster_1061384 Cluster_1361411 Cluster_1769848 Cluster_1257468 EC:4.2.1.143 EC:1.1.1.349 EC:1.14.13.174 Cluster_1448560 EC:3.1.4.17 Cluster_0850761 Cluster_0777903 Cluster_0059712 EC:1.1.1.91 Cluster_0603745
521,L40425,Cluster_0223216 EC:2.1.1.292 EC:3.1.1.95
522,L47164,Cluster_0179666 EC:2.4.1.326
523,L76359,Cluster_0606867
524,M19536,EC:1.1.1.100
525,M24148,EC:3.3.2.1 EC:1.3.1.28 Cluster_0154717
526,M24197,Cluster_1124981 Cluster_0970599 EC:3.6.3.43 Cluster_0094792
527,M73758,EC:1.14.13.180 Cluster_1447107 Cluster_0300183
528,M80237,Cluster_0391940 EC:2.6.1.50
529,NC_005916,EC:4.2.1.136 Cluster_1856244 Cluster_0739187 Cluster_1009313 Cluster_1609512 Cluster_0984248 Cluster_0201269 Cluster_0862562 Cluster_1119939 Cluster_1856244 Cluster_0739187 Cluster_0475771 Cluster_1714868 Cluster_0070376 Unknown Cluster_1766912 Cluster_0160806 Cluster_0555525 Cluster_0094096 Cluster_1513875 Cluster_1606478
